season_player_id,season_code,player_id,player_last_name,player_first_name,team_id,games_played,games_started,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,plus_minus,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game,plus_minus_per_game,
E2024_P011209_PAN,E2024,P011209,KALAITZAKIS,PANAGIOTIS,PAN,32,10,235.4,57,16,29,4,21,13,18,11,13,24,12,15,10,1,4,34,15,41,48,7.36,1.78,0.5,0.91,0.552,0.12,0.66,0.19,0.41,0.56,0.722,0.34,0.41,0.75,0.38,0.47,0.31,0.03,0.12,1.06,0.47,1.28,1.5,
E2024_P004866_RED,E2024,P004866,KALINIC,NIKOLA,RED,35,35,951.5,316,71,123,40,92,54,80,45,102,147,91,29,59,5,9,79,96,407,-37,27.19,9.03,2.03,3.51,0.577,1.14,2.63,0.435,1.54,2.29,0.675,1.29,2.91,4.2,2.6,0.83,1.69,0.14,0.26,2.26,2.74,11.63,-1.06,
E2024_P004512_PRS,E2024,P004512,KRATZER,LEON,PRS,27,0,257.1,17,7,21,0,0,3,5,25,39,64,5,8,21,7,0,69,9,4,-18,9.52,0.63,0.26,0.78,0.333,0,0,0,0.11,0.19,0.6,0.93,1.44,2.37,0.19,0.3,0.78,0.26,0,2.56,0.33,0.15,-0.67,
E2024_P007736_PAR,E2024,P007736,LAKIC,ARIJAN,PAR,11,1,126,17,4,8,3,12,0,0,9,10,19,3,2,0,0,0,13,5,20,14,11.45,1.55,0.36,0.73,0.5,0.27,1.09,0.25,0,0,0,0.82,0.91,1.73,0.27,0.18,0,0,0,1.18,0.45,1.82,1.27,
E2024_P006435_BAR,E2024,P006435,LAPROVITTOLA,NICOLAS,BAR,4,0,88.1,40,7,12,7,13,5,8,1,3,4,25,4,8,0,0,11,13,53,25,22.02,10,1.75,3,0.583,1.75,3.25,0.538,1.25,2,0.625,0.25,0.75,1,6.25,1,2,0,0,2.75,3.25,13.25,6.25,
E2024_P010392_OLY,E2024,P010392,LARENTZAKIS,GIANNOULIS,OLY,17,0,119.4,45,2,10,11,26,8,10,3,20,23,21,4,6,1,1,14,13,61,-5,7.02,2.65,0.12,0.59,0.2,0.65,1.53,0.423,0.47,0.59,0.8,0.18,1.18,1.35,1.24,0.24,0.35,0.06,0.06,0.82,0.76,3.59,-0.29,
E2024_P007200_IST,E2024,P007200,LARKIN,SHANE,IST,28,11,733.6,328,52,108,57,145,53,61,10,62,72,127,33,49,1,8,26,108,434,152,26.2,11.71,1.86,3.86,0.481,2.04,5.18,0.393,1.89,2.18,0.869,0.36,2.21,2.57,4.54,1.18,1.75,0.04,0.29,0.93,3.86,15.5,5.43,
E2024_P008987_MIL,E2024,P008987,LEDAY,ZACH,MIL,34,23,939.9,545,109,205,55,119,162,177,24,128,152,40,25,44,4,12,67,193,661,-32,27.64,16.03,3.21,6.03,0.532,1.62,3.5,0.462,4.76,5.21,0.915,0.71,3.76,4.47,1.18,0.74,1.29,0.12,0.35,1.97,5.68,19.44,-0.94,
E2024_P013389_OLY,E2024,P013389,LEE,SABEN,OLY,13,1,211.8,59,17,23,3,12,16,24,7,18,25,26,9,16,2,2,21,29,88,21,16.29,4.54,1.31,1.77,0.739,0.23,0.92,0.25,1.23,1.85,0.667,0.54,1.38,1.92,2,0.69,1.23,0.15,0.15,1.62,2.23,6.77,1.62,
E2024_P013389_TEL,E2024,P013389,LEE,SABEN,TEL,8,1,154.9,96,20,42,6,19,38,50,3,14,17,20,10,18,0,6,11,37,98,-22,19.36,12,2.5,5.25,0.476,0.75,2.38,0.316,4.75,6.25,0.76,0.38,1.75,2.12,2.5,1.25,2.25,0,0.75,1.38,4.62,12.25,-2.75,
E2024_P003526_ASV,E2024,P003526,LIGHTY,DAVID,ASV,33,22,641.6,146,24,55,28,69,14,18,10,49,59,34,17,21,2,3,81,29,106,-25,19.44,4.42,0.73,1.67,0.436,0.85,2.09,0.406,0.42,0.55,0.778,0.3,1.48,1.79,1.03,0.52,0.64,0.06,0.09,2.45,0.88,3.21,-0.76,
E2024_PTGB_MAD,E2024,PTGB,LLULL,SERGIO,MAD,40,3,683.9,265,32,79,54,185,39,48,18,38,56,87,15,28,0,6,59,61,204,13,17.1,6.62,0.8,1.98,0.405,1.35,4.62,0.292,0.98,1.2,0.812,0.45,0.95,1.4,2.17,0.38,0.7,0,0.15,1.48,1.52,5.1,0.32,
E2024_P007032_PRS,E2024,P007032,LO,MAODO,PRS,29,1,498,291,73,127,39,117,28,36,11,33,44,62,13,39,1,15,31,45,231,-152,17.17,10.03,2.52,4.38,0.575,1.34,4.03,0.333,0.97,1.24,0.778,0.38,1.14,1.52,2.14,0.45,1.34,0.03,0.52,1.07,1.55,7.97,-5.24,
E2024_P009754_MCO,E2024,P009754,LOYD,JORDAN,MCO,33,17,686.8,298,52,103,43,115,65,73,20,76,96,57,20,36,4,3,93,73,285,109,20.81,9.03,1.58,3.12,0.505,1.3,3.48,0.374,1.97,2.21,0.89,0.61,2.3,2.91,1.73,0.61,1.09,0.12,0.09,2.82,2.21,8.64,3.3,
E2024_P009754_TEL,E2024,P009754,LOYD,JORDAN,TEL,2,2,55.1,31,10,16,2,7,5,5,1,4,5,3,1,2,0,0,6,8,29,12,27.57,15.5,5,8,0.625,1,3.5,0.286,2.5,2.5,1,0.5,2,2.5,1.5,0.5,1,0,0,3,4,14.5,6,
E2024_P001288_MUN,E2024,P001288,LUCIC,VLADIMIR,MUN,16,15,411.2,120,24,40,12,41,36,42,14,63,77,23,17,15,0,1,30,49,189,-6,25.7,7.5,1.5,2.5,0.6,0.75,2.56,0.293,2.25,2.62,0.857,0.88,3.94,4.81,1.44,1.06,0.94,0,0.06,1.88,3.06,11.81,-0.38,
E2024_P012080_BAS,E2024,P012080,LUWAWU-CABARROT,TIMOTHE,BAS,26,19,648.5,259,59,136,34,101,39,46,28,54,82,53,20,52,4,13,63,51,190,-16,24.94,9.96,2.27,5.23,0.434,1.31,3.88,0.337,1.5,1.77,0.848,1.08,2.08,3.15,2.04,0.77,2,0.15,0.5,2.42,1.96,7.31,-0.62,
E2024_P002969_ULK,E2024,P002969,MAHMUTOGLU,MELIH,ULK,6,1,33,14,1,2,4,10,0,0,1,1,2,1,0,2,0,0,4,2,6,-19,5.51,2.33,0.17,0.33,0.5,0.67,1.67,0.4,0,0,0,0.17,0.17,0.33,0.17,0,0.33,0,0,0.67,0.33,1,-3.17,
E2024_P012609_PRS,E2024,P012609,MALCOLM,COLLIN,PRS,33,9,625.5,253,57,103,34,104,37,48,20,63,83,39,12,24,5,7,43,48,239,-16,18.95,7.67,1.73,3.12,0.553,1.03,3.15,0.327,1.12,1.45,0.771,0.61,1.91,2.52,1.18,0.36,0.73,0.15,0.21,1.3,1.45,7.24,-0.48,
E2024_P011064_MIL,E2024,P011064,MANNION,NICCOLO,MIL,27,23,594.7,230,51,89,29,88,41,50,4,35,39,107,20,61,1,5,68,54,211,53,22.02,8.52,1.89,3.3,0.573,1.07,3.26,0.33,1.52,1.85,0.82,0.15,1.3,1.44,3.96,0.74,2.26,0.04,0.19,2.52,2,7.81,1.96,
E2024_P004761_PAR,E2024,P004761,MARINKOVIC,VANJA,PAR,21,13,481.1,154,27,47,29,74,13,20,8,26,34,25,12,14,2,3,46,18,110,54,22.91,7.33,1.29,2.24,0.574,1.38,3.52,0.392,0.62,0.95,0.65,0.38,1.24,1.62,1.19,0.57,0.67,0.1,0.14,2.19,0.86,5.24,2.57,
E2024_P013386_MIL,E2024,P013386,MCCORMACK,DAVID,MIL,6,1,38,6,3,8,0,0,0,0,1,3,4,1,1,4,0,0,9,2,-4,4,6.32,1,0.5,1.33,0.375,0,0,0,0,0,0,0.17,0.5,0.67,0.17,0.17,0.67,0,0,1.5,0.33,-0.67,0.67,
E2024_P013386_BER,E2024,P013386,MCCORMACK,DAVID,BER,22,19,419.5,230,90,146,0,2,50,69,44,82,126,15,22,43,3,7,65,68,272,-104,19.07,10.45,4.09,6.64,0.616,0,0.09,0,2.27,3.14,0.725,2,3.73,5.73,0.68,1,1.95,0.14,0.32,2.95,3.09,12.36,-4.73,
E2024_P002849_ULK,E2024,P002849,MELLI,NICOLO,ULK,38,1,656.5,188,39,63,31,83,17,28,49,105,154,43,21,28,15,0,105,56,257,103,17.28,4.95,1.03,1.66,0.619,0.82,2.18,0.373,0.45,0.74,0.607,1.29,2.76,4.05,1.13,0.55,0.74,0.39,0,2.76,1.47,6.76,2.71,
E2024_P011836_PAR,E2024,P011836,MIKE,ISIAHA,PAR,23,13,353.2,89,24,38,10,39,11,19,22,33,55,15,13,13,3,2,41,23,91,-14,15.36,3.87,1.04,1.65,0.632,0.43,1.7,0.256,0.48,0.83,0.579,0.96,1.43,2.39,0.65,0.57,0.57,0.13,0.09,1.78,1,3.96,-0.61,
E2024_P009048_RED,E2024,P009048,MILLER-MCINTYRE,CODI,RED,35,34,888.1,359,106,202,39,128,30,42,22,88,110,160,22,74,0,13,80,62,349,19,25.37,10.26,3.03,5.77,0.525,1.11,3.66,0.305,0.86,1.2,0.714,0.63,2.51,3.14,4.57,0.63,2.11,0,0.37,2.29,1.77,9.97,0.54,
E2024_P003941_OLY,E2024,P003941,MILUTINOV,NIKOLA,OLY,29,4,576,237,85,146,0,0,67,80,76,91,167,22,17,18,20,6,21,73,417,49,19.86,8.17,2.93,5.03,0.582,0,0,0,2.31,2.76,0.838,2.62,3.14,5.76,0.76,0.59,0.62,0.69,0.21,0.72,2.52,14.38,1.69,
E2024_P000796_MIL,E2024,P000796,MIROTIC,NIKOLA,MIL,30,30,824.6,531,99,180,61,157,150,168,53,139,192,59,30,56,10,6,53,147,659,106,27.49,17.7,3.3,6,0.55,2.03,5.23,0.389,5,5.6,0.893,1.77,4.63,6.4,1.97,1,1.87,0.33,0.2,1.77,4.9,21.97,3.53,
E2024_P007866_PAN,E2024,P007866,MITOGLOU,KONSTANTINOS,PAN,39,13,629.7,234,65,122,28,65,20,30,39,75,114,24,18,23,4,6,76,35,220,73,16.15,6,1.67,3.13,0.533,0.72,1.67,0.431,0.51,0.77,0.667,1,1.92,2.92,0.62,0.46,0.59,0.1,0.15,1.95,0.9,5.64,1.87,
E2024_P012201_BAS,E2024,P012201,MONEKE,CHIMA,BAS,33,29,930.7,462,111,172,38,129,126,155,71,129,200,76,29,61,9,14,60,155,615,-56,28.2,14,3.36,5.21,0.645,1.15,3.91,0.295,3.82,4.7,0.813,2.15,3.91,6.06,2.3,0.88,1.85,0.27,0.42,1.82,4.7,18.64,-1.7,
E2024_P012585_VIR,E2024,P012585,MORGAN,MATTHEW,VIR,34,5,634.3,266,42,75,36,133,74,80,8,51,59,87,18,34,1,12,67,77,259,-45,18.66,7.82,1.24,2.21,0.56,1.06,3.91,0.271,2.18,2.35,0.925,0.24,1.5,1.74,2.56,0.53,1,0.03,0.35,1.97,2.26,7.62,-1.32,
E2024_PLCZ_MCO,E2024,PLCZ,MOTIEJUNAS,DONATAS,MCO,29,24,427.2,186,67,113,9,19,25,46,35,56,91,27,10,26,8,3,57,59,218,4,14.73,6.41,2.31,3.9,0.593,0.31,0.66,0.474,0.86,1.59,0.543,1.21,1.93,3.14,0.93,0.34,0.9,0.28,0.1,1.97,2.03,7.52,0.14,
E2024_P006540_MAD,E2024,P006540,MUSA,DZANAN,MAD,35,23,762.5,427,90,168,45,121,112,138,18,83,101,70,15,60,5,10,44,113,437,34,21.79,12.2,2.57,4.8,0.536,1.29,3.46,0.372,3.2,3.94,0.812,0.51,2.37,2.89,2,0.43,1.71,0.14,0.29,1.26,3.23,12.49,0.97,
E2024_P012731_ASV,E2024,P012731,NDIAYE,MBAYE,ASV,14,5,272.6,101,25,40,13,32,12,18,10,31,41,11,9,16,8,1,28,14,99,-34,19.47,7.21,1.79,2.86,0.625,0.93,2.29,0.406,0.86,1.29,0.667,0.71,2.21,2.93,0.79,0.64,1.14,0.57,0.07,2,1,7.07,-2.43,
E2024_P011199_MIL,E2024,P011199,NEBO,JOSH,MIL,4,3,77.3,33,14,23,0,0,5,10,8,10,18,3,1,4,4,0,9,10,42,-27,19.33,8.25,3.5,5.75,0.609,0,0,0,1.25,2.5,0.5,2,2.5,4.5,0.75,0.25,1,1,0,2.25,2.5,10.5,-6.75,
E2024_P000848_RED,E2024,P000848,NEDOVIC,NEMANJA,RED,27,11,501.5,248,37,77,45,115,39,48,13,26,39,77,13,36,2,8,52,60,224,93,18.57,9.19,1.37,2.85,0.481,1.67,4.26,0.391,1.44,1.78,0.812,0.48,0.96,1.44,2.85,0.48,1.33,0.07,0.3,1.93,2.22,8.3,3.44,
E2024_P006591_PAR,E2024,P006591,NTILIKINA,FRANK,PAR,21,7,418.1,146,28,49,26,69,12,13,6,29,35,43,13,14,0,2,54,27,129,-1,19.91,6.95,1.33,2.33,0.571,1.24,3.29,0.377,0.57,0.62,0.923,0.29,1.38,1.67,2.05,0.62,0.67,0,0.1,2.57,1.29,6.14,-0.05,
E2024_P012774_PAN,E2024,P012774,NUNN,KENDRICK,PAN,40,39,1233.1,802,178,316,109,278,119,138,32,109,141,166,39,113,9,23,111,165,749,195,30.83,20.05,4.45,7.9,0.563,2.72,6.95,0.392,2.98,3.45,0.862,0.8,2.72,3.52,4.15,0.98,2.82,0.22,0.57,2.78,4.12,18.73,4.88,
E2024_P013363_IST,E2024,P013363,NWORA,JORDAN,IST,37,15,622.4,281,63,124,41,119,32,37,22,100,122,29,19,48,6,5,44,37,253,-6,16.82,7.59,1.7,3.35,0.508,1.11,3.22,0.345,0.86,1,0.865,0.59,2.7,3.3,0.78,0.51,1.3,0.16,0.14,1.19,1,6.84,-0.16,
E2024_P004508_MUN,E2024,P004508,OBST,ANDREAS,MUN,36,17,859.1,368,21,51,102,240,20,27,15,53,68,53,19,44,0,8,77,47,251,-96,23.86,10.22,0.58,1.42,0.412,2.83,6.67,0.425,0.56,0.75,0.741,0.42,1.47,1.89,1.47,0.53,1.22,0,0.22,2.14,1.31,6.97,-2.67,
E2024_P011212_MCO,E2024,P011212,OKOBO,ELIE,MCO,35,9,880.7,437,105,211,42,108,101,115,4,61,65,144,37,63,6,6,74,108,468,82,25.16,12.49,3,6.03,0.498,1.2,3.09,0.389,2.89,3.29,0.878,0.11,1.74,1.86,4.11,1.06,1.8,0.17,0.17,2.11,3.09,13.37,2.34,
E2024_P004088_PAN,E2024,P004088,OSMAN,CEDI,PAN,39,22,773.1,375,64,116,52,138,91,115,20,84,104,26,18,25,6,16,81,87,332,35,19.82,9.62,1.64,2.97,0.552,1.33,3.54,0.377,2.33,2.95,0.791,0.51,2.15,2.67,0.67,0.46,0.64,0.15,0.41,2.08,2.23,8.51,0.9,
E2024_P012710_IST,E2024,P012710,OSMANI,ERCAN,IST,39,35,646.7,253,64,115,29,74,38,41,34,79,113,39,18,39,7,7,68,51,268,52,16.58,6.49,1.64,2.95,0.557,0.74,1.9,0.392,0.97,1.05,0.927,0.87,2.03,2.9,1,0.46,1,0.18,0.18,1.74,1.31,6.87,1.33,
E2024_P012788_IST,E2024,P012788,OTURU,DAN,IST,38,4,630.4,333,136,190,0,1,61,89,75,83,158,20,18,41,39,12,93,83,422,90,16.59,8.76,3.58,5,0.716,0,0.03,0,1.61,2.34,0.685,1.97,2.18,4.16,0.53,0.47,1.08,1.03,0.32,2.45,2.18,11.11,2.37,
E2024_P004197_PRS,E2024,P004197,OUATTARA,YAKUBA,PRS,35,17,520.2,157,30,61,28,92,13,13,24,38,62,11,14,16,2,6,47,10,92,-34,14.86,4.49,0.86,1.74,0.492,0.8,2.63,0.304,0.37,0.37,1,0.69,1.09,1.77,0.31,0.4,0.46,0.06,0.17,1.34,0.29,2.63,-0.97,
E2024_P006739_VIR,E2024,P006739,PAJOLA,ALESSANDRO,VIR,30,21,708.5,162,25,51,31,89,19,24,8,63,71,123,35,38,4,9,82,38,215,-46,23.62,5.4,0.83,1.7,0.49,1.03,2.97,0.348,0.63,0.8,0.792,0.27,2.1,2.37,4.1,1.17,1.27,0.13,0.3,2.73,1.27,7.17,-1.53,
E2024_P005844_MCO,E2024,P005844,PAPAGIANNIS,GEORGIOS,MCO,29,2,478.7,211,80,120,11,28,18,20,31,68,99,15,14,18,39,3,66,23,255,65,16.51,7.28,2.76,4.14,0.667,0.38,0.97,0.393,0.62,0.69,0.9,1.07,2.34,3.41,0.52,0.48,0.62,1.34,0.1,2.28,0.79,8.79,2.24,
E2024_P001255_OLY,E2024,P001255,PAPANIKOLAOU,KOSTAS,OLY,38,29,713.2,183,27,47,34,100,27,39,22,85,107,78,24,29,12,3,72,35,237,110,18.77,4.82,0.71,1.24,0.574,0.89,2.63,0.34,0.71,1.03,0.692,0.58,2.24,2.82,2.05,0.63,0.76,0.32,0.08,1.89,0.92,6.24,2.89,
E2024_P012745_BAR,E2024,P012745,PARKER,JABARI,BAR,39,38,1061.4,539,132,237,75,196,50,63,38,118,156,68,32,60,9,13,75,68,485,44,27.21,13.82,3.38,6.08,0.557,1.92,5.03,0.383,1.28,1.62,0.794,0.97,3.03,4,1.74,0.82,1.54,0.23,0.33,1.92,1.74,12.44,1.13,
E2024_P007464_BAR,E2024,P007464,PARRA,JOEL,BAR,31,6,464.4,152,51,87,11,46,17,22,28,60,88,19,18,11,3,6,44,26,169,39,14.98,4.9,1.65,2.81,0.586,0.35,1.48,0.239,0.55,0.71,0.773,0.9,1.94,2.84,0.61,0.58,0.35,0.1,0.19,1.42,0.84,5.45,1.26,
E2024_P008829_OLY,E2024,P008829,PETERS,ALEC,OLY,40,4,657.3,325,63,114,46,88,61,65,38,67,105,32,11,17,2,9,64,72,360,87,16.43,8.12,1.58,2.85,0.553,1.15,2.2,0.523,1.52,1.62,0.938,0.95,1.68,2.62,0.8,0.28,0.42,0.05,0.22,1.6,1.8,9,2.17,
E2024_P011194_OLY,E2024,P011194,PETRUSEV,FILIP,OLY,4,0,43.5,20,6,15,0,3,8,11,4,6,10,2,0,6,0,1,10,7,7,-19,10.87,5,1.5,3.75,0.4,0,0.75,0,2,2.75,0.727,1,1.5,2.5,0.5,0,1.5,0,0.25,2.5,1.75,1.75,-4.75,
E2024_P011194_RED,E2024,P011194,PETRUSEV,FILIP,RED,28,12,601.2,395,127,198,15,53,96,143,51,86,137,48,23,34,16,9,70,113,463,36,21.47,14.11,4.54,7.07,0.641,0.54,1.89,0.283,3.43,5.11,0.671,1.82,3.07,4.89,1.71,0.82,1.21,0.57,0.32,2.5,4.04,16.54,1.29,
E2024_P008232_PAR,E2024,P008232,POKUSEVSKI,ALEKSEJ,PAR,27,7,345.2,104,28,46,13,44,9,13,18,41,59,32,16,13,26,1,58,16,128,17,12.78,3.85,1.04,1.7,0.609,0.48,1.63,0.295,0.33,0.48,0.692,0.67,1.52,2.19,1.19,0.59,0.48,0.96,0.04,2.15,0.59,4.74,0.63,
E2024_P009862_BAR,E2024,P009862,PUNTER,KEVIN  XAVIER,BAR,37,33,1001.8,615,123,228,78,202,135,143,12,69,81,111,47,60,1,14,83,149,610,114,27.08,16.62,3.32,6.16,0.539,2.11,5.46,0.386,3.65,3.86,0.944,0.32,1.86,2.19,3,1.27,1.62,0.03,0.38,2.24,4.03,16.49,3.08,
E2024_P013378_MAD,E2024,P013378,RATHAN-MAYES,XAVIER,MAD,23,5,275.3,121,17,33,25,70,12,19,3,18,21,32,11,26,1,3,32,32,89,2,11.97,5.26,0.74,1.43,0.515,1.09,3.04,0.357,0.52,0.83,0.632,0.13,0.78,0.91,1.39,0.48,1.13,0.04,0.13,1.39,1.39,3.87,0.09,
E2024_P013381_TEL,E2024,P013381,RAYMAN,WILLIAM,TEL,33,8,375.9,86,16,40,8,20,30,40,41,61,102,5,6,6,4,6,80,43,108,-20,11.39,2.61,0.48,1.21,0.4,0.24,0.61,0.4,0.91,1.21,0.75,1.24,1.85,3.09,0.15,0.18,0.18,0.12,0.18,2.42,1.3,3.27,-0.61,
E2024_P001518_MIL,E2024,P001518,RICCI,GIAMPAOLO,MIL,32,15,483.6,114,15,23,26,58,6,6,18,61,79,14,12,12,7,1,80,11,104,7,15.11,3.56,0.47,0.72,0.652,0.81,1.81,0.448,0.19,0.19,1,0.56,1.91,2.47,0.44,0.38,0.38,0.22,0.03,2.5,0.34,3.25,0.22,
E2024_P011214_TEL,E2024,P011214,RIVERO,JASIEL,TEL,20,9,439.4,204,85,137,2,11,28,48,35,52,87,26,16,22,9,9,40,57,247,-68,21.97,10.2,4.25,6.85,0.62,0.1,0.55,0.182,1.4,2.4,0.583,1.75,2.6,4.35,1.3,0.8,1.1,0.45,0.45,2,2.85,12.35,-3.4,
E2024_P011085_BAS,E2024,P011085,ROGKAVOPOULOS,NIKOLAOS,BAS,33,2,617.6,320,49,93,64,147,30,37,41,88,129,32,16,18,2,9,50,30,318,51,18.72,9.7,1.48,2.82,0.527,1.94,4.45,0.435,0.91,1.12,0.811,1.24,2.67,3.91,0.97,0.48,0.55,0.06,0.27,1.52,0.91,9.64,1.55,
E2024_P010545_ASV,E2024,P010545,SAKO,NEAL,ASV,33,27,725.2,297,126,185,0,0,45,79,90,113,203,27,26,30,16,12,94,70,410,-85,21.98,9,3.82,5.61,0.681,0,0,0,1.36,2.39,0.57,2.73,3.42,6.15,0.82,0.79,0.91,0.48,0.36,2.85,2.12,12.42,-2.58,
E2024_P007579_BAS,E2024,P007579,SAMANIC,LUKA,BAS,15,3,228.1,136,43,81,10,30,20,29,19,29,48,16,7,18,7,7,18,25,129,-14,15.2,9.07,2.87,5.4,0.531,0.67,2,0.333,1.33,1.93,0.69,1.27,1.93,3.2,1.07,0.47,1.2,0.47,0.47,1.2,1.67,8.6,-0.93,
E2024_P011442_PAN,E2024,P011442,SAMONTOUROV,ALEXANDROS,PAN,6,0,25.6,11,1,1,2,3,3,4,2,5,7,1,0,0,3,0,6,2,16,-10,4.27,1.83,0.17,0.17,1,0.33,0.5,0.667,0.5,0.67,0.75,0.33,0.83,1.17,0.17,0,0,0.5,0,1,0.33,2.67,-1.67,
E2024_P002968_ULK,E2024,P002968,SANLI,SERTAC,ULK,33,17,431.3,182,42,68,22,61,32,41,31,49,80,22,14,20,15,4,76,36,175,-9,13.07,5.52,1.27,2.06,0.618,0.67,1.85,0.361,0.97,1.24,0.78,0.94,1.48,2.42,0.67,0.42,0.61,0.45,0.12,2.3,1.09,5.3,-0.27,
E2024_P002939_BAR,E2024,P002939,SATORANSKY,TOMAS,BAR,39,34,924.5,232,65,130,25,72,27,40,32,94,126,205,37,70,4,4,90,64,379,85,23.71,5.95,1.67,3.33,0.5,0.64,1.85,0.347,0.69,1.03,0.675,0.82,2.41,3.23,5.26,0.95,1.79,0.1,0.1,2.31,1.64,9.72,2.18,
E2024_P007230_BAS,E2024,P007230,SEDEKERSKIS,TADAS,BAS,25,21,610.3,184,49,81,20,45,26,35,35,84,119,42,8,23,5,9,20,48,288,-67,24.41,7.36,1.96,3.24,0.605,0.8,1.8,0.444,1.04,1.4,0.743,1.4,3.36,4.76,1.68,0.32,0.92,0.2,0.36,0.8,1.92,11.52,-2.68,
E2024_P001133_VIR,E2024,P001133,SHENGELIA,TORNIKE,VIR,28,25,768.8,438,123,240,25,69,117,142,44,96,140,75,19,71,10,11,70,146,490,-92,27.46,15.64,4.39,8.57,0.512,0.89,2.46,0.362,4.18,5.07,0.824,1.57,3.43,5,2.68,0.68,2.54,0.36,0.39,2.5,5.21,17.5,-3.29,
E2024_P007831_MIL,E2024,P007831,SHIELDS,SHAVON,MIL,28,28,771.6,335,75,141,43,102,56,77,16,84,100,73,19,43,1,5,41,79,372,-54,27.56,11.96,2.68,5.04,0.532,1.54,3.64,0.422,2,2.75,0.727,0.57,3,3.57,2.61,0.68,1.54,0.04,0.18,1.46,2.82,13.29,-1.93,
E2024_P012608_PRS,E2024,P012608,SHORTS,TJ,PRS,37,37,1011.2,704,231,444,30,83,152,207,18,78,96,271,37,83,2,22,85,244,843,142,27.33,19.03,6.24,12,0.52,0.81,2.24,0.361,4.11,5.59,0.734,0.49,2.11,2.59,7.32,1,2.24,0.05,0.59,2.3,6.59,22.78,3.84,
E2024_P007029_ZAL,E2024,P007029,SIRVYDIS,DEIVIDAS,ZAL,34,11,562.4,286,34,66,57,147,47,68,22,68,90,28,16,37,3,5,52,52,238,-20,16.54,8.41,1,1.94,0.515,1.68,4.32,0.388,1.38,2,0.691,0.65,2,2.65,0.82,0.47,1.09,0.09,0.15,1.53,1.53,7,-0.59,
E2024_P001926_PAN,E2024,P001926,SLOUKAS,KOSTAS,PAN,39,2,848.1,356,44,97,52,142,112,119,14,63,77,187,32,64,3,12,63,110,476,63,21.75,9.13,1.13,2.49,0.454,1.33,3.64,0.366,2.87,3.05,0.941,0.36,1.62,1.97,4.79,0.82,1.64,0.08,0.31,1.62,2.82,12.21,1.62,
E2024_P011051_ZAL,E2024,P011051,SMAILAGIC,ALEN,ZAL,29,7,435.1,236,67,99,22,63,36,49,32,52,84,12,13,27,18,8,67,51,226,-54,15,8.14,2.31,3.41,0.677,0.76,2.17,0.349,1.24,1.69,0.735,1.1,1.79,2.9,0.41,0.45,0.93,0.62,0.28,2.31,1.76,7.79,-1.86,
E2024_P007109_IST,E2024,P007109,SMITS,ROLANDS,IST,39,4,707.5,267,63,93,32,83,45,55,25,71,96,36,11,37,3,6,87,68,260,32,18.14,6.85,1.62,2.38,0.677,0.82,2.13,0.386,1.15,1.41,0.818,0.64,1.82,2.46,0.92,0.28,0.95,0.08,0.15,2.23,1.74,6.67,0.82,
E2024_P011219_TEL,E2024,P011219,SORKIN,ROMAN,TEL,33,23,770.9,427,131,227,31,91,72,85,56,79,135,35,18,50,16,12,81,75,394,-52,23.36,12.94,3.97,6.88,0.577,0.94,2.76,0.341,2.18,2.58,0.847,1.7,2.39,4.09,1.06,0.55,1.52,0.48,0.36,2.45,2.27,11.94,-1.58,
E2024_P008173_BER,E2024,P008173,SPAGNOLO,MATTEO,BER,27,14,559.9,259,86,192,12,46,51,64,14,40,54,102,13,58,1,12,40,73,239,-163,20.74,9.59,3.19,7.11,0.448,0.44,1.7,0.261,1.89,2.37,0.797,0.52,1.48,2,3.78,0.48,2.15,0.04,0.44,1.48,2.7,8.85,-6.04,
E2024_P008099_MCO,E2024,P008099,STRAZEL,MATTHEW,MCO,41,9,830.2,341,50,99,57,139,70,83,19,31,50,98,21,43,1,11,81,98,330,26,20.25,8.32,1.22,2.41,0.505,1.39,3.39,0.41,1.71,2.02,0.843,0.46,0.76,1.22,2.39,0.51,1.05,0.02,0.27,1.98,2.39,8.05,0.63,
E2024_P012515_MCO,E2024,P012515,TARPEY,TERRY,MCO,23,6,266,51,8,15,8,21,11,15,17,35,52,10,22,1,7,1,38,13,91,59,11.57,2.22,0.35,0.65,0.533,0.35,0.91,0.381,0.48,0.65,0.733,0.74,1.52,2.26,0.43,0.96,0.04,0.3,0.04,1.65,0.57,3.96,2.57,
E2024_P005791_MAD,E2024,P005791,TAVARES,WALTER,MAD,40,37,930.5,408,169,229,0,0,70,97,98,165,263,46,27,82,48,6,119,113,611,212,23.26,10.2,4.22,5.72,0.738,0,0,0,1.75,2.42,0.722,2.45,4.12,6.58,1.15,0.68,2.05,1.2,0.15,2.98,2.82,15.28,5.3,
